14938,http://xj.sina.com.cn/news/b/2018-08-13/detail-ihhqtawy1246259.shtml?from=bj_cnxh,花粉症 百度,0,0.63357365,1
14930,http://history.people.com.cn/yangsheng/n/2014/0408/c375420-24847331.html,花粉症 百度,0,0.6091685,1
14931,https://lvyou.baidu.com/jiangzhidao/,花粉症 百度,0,0.7400917,1
14929,https://jingyan.baidu.com/article/e75057f28f5ba3ebc81a8948.html,花粉症 百度,0,0.7628759,1
14924,http://zhidao.baidu.com/question/61926384.html,花粉症 百度,0,0.70181143,1
14934,https://yixue.baidu.com/medweb/drug/manual/id/81b3283d4831142683fad9ff00127af2,花粉症 百度,0,0.8405511,1
1552,http://www.mcp-saitama.or.jp/business/placement_products.php,花粉症 筋肉痛,0,0.7960445,100
15013,http://www.okayama-u.ac.jp/user/hokekan/jikoboshi/shututeisi.html,百日咳 花粉症,0,0.6260905,100
5516,https://erecipe.woman.excite.co.jp/detail/b6cd6fc40eb3d5395aac66716000834c.html,花粉症 フルーツ,0,0.6030237,100
5046,http://takuminosato.or.jp/sp/ygrt.html,花粉症 飲むヨーグルト,0,0.5337697,100
12379,https://erecipe.woman.excite.co.jp/food/fruit/kudamono/353/,花粉症 パイナップル,0,0.3371517,100
15949,https://ja.wikipedia.org/wiki/%E3%83%81%E3%83%A3%E3%83%BC%E3%83%AA%E3%83%BC%E6%B5%9C,花粉症 ギャグ,0,0.3011297,100
14870,https://zh.moegirl.org/%E5%B7%A5%E4%BD%9C%E7%BB%86%E8%83%9E,花粉症 百度百科,0,0.66613775,100
9714,http://www.fukupon.com/gourmet/detail/news/?store_id=52&pageid=5&,花粉症 ごぼう茶,0,0.35530415,100
14727,https://www.lab.toho-u.ac.jp/med/omori/kensa/column/column20150127.html,花粉症 尿の色,0,0.34987473,100
12968,https://blogs.yahoo.co.jp/parcyparty/24878207.html,花粉症 ペンダント,1,0.93,1
12973,https://item.rakuten.co.jp/inscent/08-509-5010/,花粉症 ペンダント,1,0.4293064,1
12971,https://item.rakuten.co.jp/inscent/c/0000000925/,花粉症 ペンダント,1,0.3859942,1
12977,http://blog.minouche.jp/article/132295495.html,花粉症 ペンダント,1,0.34719136,1
8992,https://youpouch.com/2018/03/10/496826/,花粉症 ガスマスク,1,0.32564622,1
12853,https://item.rakuten.co.jp/hatagoya-maruichi/c/0000000147/,花粉症 ペパーミント,1,0.9196845,2
298,http://www.houwa-juken.co.jp/hjnews/20181109-2/,花粉症 アロマ,1,0.843012,2
14068,http://www.chamomile.co.jp/keyword/herb03.html,花粉症 チャイ,1,0.6307013,2
7132,https://princess-more.co.jp/shop/products/detail/69,花粉症 ユーカリ,1,0.5928665,2
11035,http://lyriepi.com/2956.html,花粉症 デトックス,1,0.5884931,2
751,http://www.towatari.com/twcms/spblogs/?term_id=6,花粉症 ユーカリ ティーツリー,1,0.5583176,2
7298,https://www.takakura.co.jp/fs/takakura/110919BR,花粉症 ユーカリ ティーツリー,1,0.5505011,2
12845,https://recipe.rakuten.co.jp/recipe/1910007760/,花粉症 ペパーミント,1,0.5019498,2
14062,http://latheiere.com/products/detail.php?product_id=31,花粉症 チャイ,1,0.4998306,2
5514,https://erecipe.woman.excite.co.jp/detail/b22c0f05d19402199feedb6c0dff7d92.html,花粉症 フルーツ,1,0.49526072,2
7292,http://soaptopia.jp/products/salt-soaks/relief-fund-salt-soak.html,花粉症 ユーカリ ティーツリー,1,0.4773547,2
4566,http://soaptopia.jp/information/%E9%A2%A8%E9%82%AA%E4%BA%88%E9%98%B2%E3%80%80%E8%8A%B1%E7%B2%89%E7%97%87%E5%AF%BE%E7%AD%96%E3%80%80%E3%83%96%E3%83%AC%E3%83%B3%E3%83%89-breathe-in-wellness.html,花粉症 ユーカリ ティーツリー,1,0.44257545,2
297,https://princess-more.co.jp/aroma/825.html/,花粉症 精油,1,0.43114743,2
7136,https://aromalifestyle.tokyo/kafunsyo-taisaku-mask-aroma/,花粉症 ユーカリ,1,0.4053319,2
7293,https://www.cosme.net/product/product_id/10120614/review/506761113,花粉症 ユーカリ ティーツリー,1,0.37721843,2
7122,https://www.nealsyard.co.jp/onlineshopping/item/detail.php?i_id=1016,花粉症 ユーカリ ティーツリー,1,0.3628947,2
7284,http://kakaku.com/hobby/ss_0024_0009/0001/%83e%83B%81%5B%83c%83%8A%81%5B/search_itemlist.aspx?ssi_tag2=200011654,花粉症 ユーカリ ティーツリー,1,0.36236665,2
