1552,http://www.mcp-saitama.or.jp/business/placement_products.php,0,0_1
15013,http://www.okayama-u.ac.jp/user/hokekan/jikoboshi/shututeisi.html,0,0_2
5516,https://erecipe.woman.excite.co.jp/detail/b6cd6fc40eb3d5395aac66716000834c.html,0,0_3
5046,http://takuminosato.or.jp/sp/ygrt.html,0,0_4
12379,https://erecipe.woman.excite.co.jp/food/fruit/kudamono/353/,0,0_5
15949,https://ja.wikipedia.org/wiki/%E3%83%81%E3%83%A3%E3%83%BC%E3%83%AA%E3%83%BC%E6%B5%9C,0,0_6
14870,https://zh.moegirl.org/%E5%B7%A5%E4%BD%9C%E7%BB%86%E8%83%9E,0,0_7
9714,http://www.fukupon.com/gourmet/detail/news/?store_id=52&pageid=5&,0,0_8
14727,https://www.lab.toho-u.ac.jp/med/omori/kensa/column/column20150127.html,0,0_9
3730,http://premiere-clinic.com/medical.html,1,1_1
13071,https://www.fujisankei.com/video_library/people/artist-pop-Masachika-Ichimura.html,1,1_2
8746,http://www.synergyplus.co.jp/basicseminar/mailmagazine_all.php,1,1_3
16327,https://www.natully-aroma.com/%E7%B2%BE%E6%B2%B9%E3%81%AE%E7%B4%B9%E4%BB%8B/,1,1_4
7465,https://www.jstage.jst.go.jp/article/arerugi/55/10/55_KJ00004409389/_pdf,1,1_5
6455,https://tokyo.cawaii.media/tokyo-cawaii/25743,1,1_6
12793,https://otajo.jp/13571,1,1_7
14290,https://www.sankeigakuen.co.jp/search/detail.php?SC=52&CC=143412&OS=52,1,1_8
13338,https://www.mbs1179.com/ebi/diary/2014/05/,1,1_9
11167,https://item.rakuten.co.jp/peasu-lecoeur/teatree_30150103/,1,1_10
9877,https://www.diamond.co.jp/magazine/20243021514.html,1,1_11
16483,https://recipe.rakuten.co.jp/recipe/1510016840/,1,1_12
1147,https://www.nielsen.com/jp/ja/insights/newswire-j/press-release-chart/over-the-counter-allergy-medicines-get-a-slow-start-as-pollen-se.html,1,1_13
12952,https://ja.wikipedia.org/wiki/%E3%82%B7%E3%83%97%E3%83%AD%E3%83%98%E3%83%97%E3%82%BF%E3%82%B8%E3%83%B3,2,2_1
7234,https://ja.wikipedia.org/wiki/%E6%9D%89%E5%92%B2%E8%8A%B1,2,2_2
13419,http://www.gugukoku.com/goods_cd_comment2.html,2,2_3
8195,https://www.houki-ganka.com/disease01,2,2_4
14364,https://www.youtube.com/watch?v=3n2QhA3OFFo,2,2_5
15585,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%82%B8%E3%83%A5%E3%83%90%E3%83%B3%E3%83%88,2,2_6
12408,https://ja.wikipedia.org/wiki/%E3%83%AD%E3%83%83%E3%82%AF%E5%B2%A9%E5%B4%8E,2,2_7
12369,https://www.kirin.co.jp/company/news/2018/0228_03.html,2,2_8
12665,https://ja.wikipedia.org/wiki/%E3%83%97%E3%83%AD%E3%83%9D%E3%83%AA%E3%82%B9,2,2_9
12689,https://ja.wikipedia.org/wiki/%E3%83%97%E3%83%AC%E3%83%89%E3%83%8B%E3%82%BE%E3%83%AD%E3%83%B3,2,2_10
2519,https://ameblo.jp/ichijouken/entry-12424050409.html,2,2_11
6088,http://www.life-bio.or.jp/topics/topics281.html,2,2_12
16730,https://sai-zen-sen.jp/comics/twi4/onakin/0173.html,2,2_13
15835,https://www.amazon.co.jp/%E3%82%A2%E3%83%AC%E3%83%AB%E3%82%AE%E3%83%BC%E3%81%AF%E9%8D%BC%E3%81%A7%E6%B2%BB%E3%81%9B-%E2%80%95%E3%82%A2%E3%83%88%E3%83%94%E3%83%BC%E3%80%81%E8%8A%B1%E7%B2%89%E7%97%87%E3%80%81%E3%81%9C%E3%82%93%E3%81%9D%E3%81%8F%E3%80%81%E3%83%AA%E3%83%A5%E3%82%A6%E3%83%9E%E3%83%81%E2%80%A6%E2%80%A6%E7%8F%BE%E4%BB%A3%E3%81%AE%E9%9B%A3%E7%97%85%E3%81%AF%E3%80%8C%E9%8D%BC%E3%80%8D%E3%81%A7%E6%B2%BB%E3%82%8B-Futaba-greenery-books/dp/4575152307,2,2_14
5569,http://gogakuru.com/english/phrase/22352,2,2_15
2191,https://jabarahonpo.com/,2,2_16
15934,https://www.pixiv.net/member_illust.php?mode=medium&illust_id=35814982,2,2_17
6449,http://wakrak.com/category/blog/page/16,2,2_18
91,https://www.youtube.com/watch?v=UI6aoDMvdpk,2,2_19
9734,http://www.matsutani-ent.com/media,2,2_20
3098,https://rikkyo.repo.nii.ac.jp/?action=repository_uri&item_id=14769&file_id=18&file_no=1,3,3_1
1775,https://twitter.com/SimplVizBest_YK/status/972907420556050432,3,3_2
3375,https://ameblo.jp/cid-tomato/entry-12360553559.html,3,3_3
13246,https://www.nanatakiauto.com/arashi/,3,3_4
929,https://www.kobayashi.co.jp/brand/hichifuku/history/index.html,3,3_5
15055,https://tokuhain.arukikata.co.jp/houston/2014/04/post_15.html,3,3_6
15438,http://www.itonaika.com/column/2018/05/164.html,3,3_7
14198,https://benifuuki.org/diary.cgi?field=9,3,3_8
3332,https://www.yakuji.co.jp/entry63206.html,4,4_1
15707,https://www.sankei.com/west/news/180724/wst1807240018-n1.html,4,4_2
2858,https://medical-tribune.co.jp/news/2018/0228513235/,4,4_3
1376,http://blog.livedoor.jp/saraghehanguk/archives/cat_50023684.html,4,4_4
1429,http://kafun.taiki.go.jp/,4,4_5
1979,http://www.naist.jp/pressrelease/2018/04/005011.html,4,4_6
3860,http://kusurigsk.jp/pc/al/qa/,4,4_7
13047,https://www.frob.co.jp/posterhiroba/category.php?c=%E5%8C%BB%E7%99%82%E6%A9%9F%E9%96%A2%E5%90%91%E3%81%91,4,4_8
14294,https://matome.naver.jp/odai/2136411599751627801,4,4_9
15701,https://www.youtube.com/watch?v=NXqYpYWZfzk,4,4_10
12443,https://drs-net.novartis.co.jp/alcon_pharma/products/product/patanol/material/,4,4_11
15559,https://byoinnavi.jp/chiba/ichikawashi/m02,4,4_12
3523,http://sociocom.jp/~sociocom/mednlp/index.php/kahunmap/,4,4_13
15602,http://yoshida-ganka-bunkyo.com/greeting/,4,4_14
3057,http://news.livedoor.com/article/detail/14247584/,4,4_15
7552,https://www.mixonline.jp/Article/tabid/55/artid/40722/Default.aspx,4,4_16
10602,https://www.novartis.co.jp/research-development/clinical-pipeline,4,4_17
7317,https://prtimes.jp/main/html/rd/p/000000240.000001551.html,4,4_18
16403,https://www.mhlw.go.jp/houdou/2005/01/h0128-1.html,4,4_19
10739,http://www.hayabusa-g.co.jp/,4,4_20
5823,https://m-d-l.co.jp/news/new/%E2%BD%87%E6%9C%AC%E5%88%9D%EF%BC%81%E8%8A%B1%E7%B2%89%E7%97%87%E4%BA%88%E9%98%B2%E3%81%AE%E3%82%A2%E3%83%97%E3%83%AA%E9%96%8B%E7%99%BA%E3%82%92%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%88%EF%BC%81-11/,4,4_21
11290,https://www.mhlw.go.jp/new-info/kobetu/kenkou/ryumachi/kafun/iryojyuji.html,4,4_22
5568,https://www.mochizuki-medical.com/about/,4,4_23
7192,https://www.ssp.co.jp/alesion/hayfever/survey/,4,4_24
13787,https://www.bengo4.com/c_2/n_7173/,4,4_25
14906,https://kids.gakken.co.jp/jiten/2/20008720.html,4,4_26
