3831,https://www.homes.co.jp/cont/buy_mansion/buy_mansion_00048/,マンション 手付金,0,0.8152786
3828,http://www.retio.or.jp/info/qa4.html,マンション 手付金,0,0.76326215
3820,https://smoola.jp/smolabo/469,マンション 手付金,0,0.7560334
3834,https://www.ozyouzumoney.online/article/452624319.html,マンション 手付金,0,0.6877382
3825,https://cbchintai.com/singlehack/4726/,マンション 手付金,0,0.6298125
3839,https://suumo.jp/article/jukatsu/baikyaku/baibaikeiyaku/tetsukekin/,マンション 手付金,0,0.6287802
2049,https://journal.anabuki-style.com/apartment-deposit,マンション 手付金,0,0.6057105
3829,https://xn--m9jq034wlmltzdpwf98c3t1dybzb.com/2018/08/05/tetukekin-taimingu-kingaku/,マンション 手付金,0,0.59564966
3826,https://ieul.jp/column/articles/362/,マンション 手付金,0,0.5933614
3836,https://ietoikiru.jp/sell/tetsukekin/,マンション 手付金,0,0.5743166
3832,https://jin-plus.com/mainshon_deposit/,マンション 手付金,0,0.5281302
3833,https://wangan-mansion.jp/column/archives/486,マンション 手付金,0,0.4934738
3822,https://sennich.hatenablog.com/entry/2016/10/28/014340,マンション 手付金,0,0.4090107
3838,https://www.zennichi.or.jp/practice/admission/merit/merit13/,マンション 手付金,0,0.36838588
2856,https://www.city.chikushino.fukuoka.jp/kankyoukeizaibu/ryoukin-soumuka/syugoujyutakuhayamihyo.html,マンション 水道代,1,0.99333334
14595,http://www.city.osaka.lg.jp/suido/page/0000391113.html,マンション 給水方式,1,0.9711765
2779,https://www.city.matsuyama.ehime.jp/kurashi/kurashi/josuido/tetuzuki/kyoudoujuutaku.html,マンション 水道,1,0.9673916
3951,http://www.town.inagawa.lg.jp/daiji/1538274477523.html,マンション 停電,1,0.9673334
2842,http://www.city.fukuoka.lg.jp/mizu/eigyo/0021.html,マンション 水道代,1,0.9579933
14588,http://m-kanri.biz/daikibokouji/kyusui/zouatuchokketu.html,マンション 給水方式,1,0.87417746
3949,http://www.city.sennan.lg.jp/alert/1538116801426.html,マンション 停電,1,0.85598797
3948,https://www.nikkanren.org/info/180910,マンション 停電,1,0.83812475
18410,http://www.city.okazaki.lg.jp/faq/005/165/p031905.html,マンション 受水槽,1,0.8373474
