8561,https://ja.bab.la/%E5%A4%9A%E8%A8%80%E8%AA%9E%E4%BE%8B%E6%96%87%E9%9B%86/%E5%80%8B%E4%BA%BA%E7%9A%84/%E3%81%8A%E7%A5%9D%E3%81%84-%E3%81%8A%E6%82%94%E3%82%84%E3%81%BF/%E6%97%A5%E6%9C%AC%E8%AA%9E-%E3%83%AD%E3%82%B7%E3%82%A2%E8%AA%9E,0,0_1
6713,http://e-kotoba.net/meigen/11.html,0,0_1
1418,https://www.liveinkorea.kr/portal/JPN/page/contents.do?menuSeq=5192&pageSeq=6,0,0_1
8579,https://oshiete.goo.ne.jp/qa/1549996.html,0,0_1
8560,http://russian-kaiwa.com/lesson/06/1.php,0,0_1
11956,http://zozo.jp/category/onepiece/dress/,0,0_2
13309,http://zozo.jp/category/accessory/earrings-for-both-ears/?p_keyv=%8C%8B%8D%A5%8E%AE,0,0_2
8801,http://zozo.jp/search/?p_keyv=%8C%8B%8D%A5%8E%AE+%83%8F%83%93%83s%81%5B%83X,0,0_2
17883,https://ja.wikipedia.org/wiki/%E3%82%A8%E3%83%AB%E3%83%B3%E3%82%B9%E3%83%88%E3%83%BB%E3%82%AE%E3%83%A5%E3%83%B3%E3%82%BF%E3%83%BC%E3%83%BB%E3%83%95%E3%82%A9%E3%83%B3%E3%83%BB%E3%82%B7%E3%83%A5%E3%83%AC%E3%83%BC%E3%82%B9%E3%83%B4%E3%82%A3%E3%83%92%EF%BC%9D%E3%83%9B%E3%83%AB%E3%82%B7%E3%83%A5%E3%82%BF%E3%82%A4%E3%83%B3%EF%BC%9D%E3%82%BE%E3%83%B3%E3%83%80%E3%83%BC%E3%83%96%E3%83%AB%E3%82%AF%EF%BC%9D%E3%82%A2%E3%82%A6%E3%82%B0%E3%82%B9%E3%83%86%E3%83%B3%E3%83%96%E3%83%AB%E3%82%AF,0,0_3
18669,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10147485190,0,0_3
18609,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14148004124,0,0_3
16021,https://kotobank.jp/word/%E3%83%8B%E3%83%A7%E3%83%AB%E3%83%89-1574663,0,0_3
15895,https://dic.pixiv.net/a/%E3%81%9F%E3%81%BE%E3%81%94%E3%81%A3%E3%81%A1%E5%9B%B3%E9%91%91,0,0_3
17893,http://thought.air-nifty.com/thought/2009/05/post-1a54.html,0,0_3
17880,https://dic.pixiv.net/a/%E3%82%AE%E3%83%A5%E3%83%B3%E3%82%BF%E3%83%BC%28FEif%29,0,0_3
9038,https://ja.wikipedia.org/wiki/%E6%9D%8E%E7%99%BD,0,0_4
9035,https://dr.takeshi-iizuka.jp/message/message-05.html,0,0_4
9033,https://shinkougin.jimdo.com/%E2%92%8F%E6%BC%A2%E8%A9%A9/%E6%BC%A2%E8%A9%A9%E8%AC%9B%E5%BA%A7%E2%91%A0%E3%83%BC%E8%B4%88%E6%9D%8E%E7%99%BD/,0,0_4
9021,http://sikisiya.ocnk.net/page/1,0,0_4
9036,https://shinkougin.jimdo.com/%E2%92%8F%E6%BC%A2%E8%A9%A9/%E5%8C%97%E6%B5%B7%E9%81%93%E6%BF%80%E9%9C%87/,0,0_4
7163,https://www.inside-games.jp/article/2014/02/14/74370.html,0,0_4
15924,https://ja.wikipedia.org/wiki/%E5%A5%B3%E5%AE%98,0,0_5
15936,https://www.showtime.jp/special/korea/guide/chikai02/,0,0_5
15930,https://www.ch-ginga.jp/recommend/news/detail/?news_id=6,0,0_5
16012,https://kotobank.jp/word/%E5%A5%B3%E6%88%BF-110666,0,0_5
16015,https://www2.city.kyoto.lg.jp/somu/rekishi/fm/nenpyou/htmlsheet/bunka03.html,0,0_5
16009,http://www.asahi-net.or.jp/~tu3s-uehr/kisoen-01.htm,0,0_5
15926,https://korea.k-forte.net/2013/11/koreanhistory-culture-3/,0,0_5
18687,https://www.pixiv.net/novel/show.php?id=5641428,0,0_6
18720,https://dic.pixiv.net/a/%E7%9C%B7%E5%B1%9E%E3%82%BF%E3%82%AF%E3%83%9F,0,0_6
18632,https://www.pixiv.net/novel/show.php?id=5525170,0,0_6
18666,https://www.pixiv.net/novel/show.php?id=5555858,0,0_6
18680,https://dic.pixiv.net/a/%E3%83%92%E3%83%8E%E3%82%AB,0,0_6
7549,https://kotobank.jp/word/%E3%81%8A%E3%82%82%E3%81%AA%E5%9B%9B%E5%AD%97%E7%86%9F%E8%AA%9E-1616873,0,0_7
7540,https://www.kanjicafe.jp/detail/7748.html,0,0_7
7551,https://cam.sumitomolife.co.jp/jukugo/,0,0_7
7544,https://torteo.jp/media/atcl-1622/,0,0_7
16454,https://www.sonypictures.jp/he/1236403,0,0_8
16449,http://bd-dvd.sonypictures.jp/outlander/,0,0_8
16458,https://www.axn.co.jp/programs/outlander,0,0_8
17429,http://evelynwang53.pixnet.net/blog/post/444461930-%E3%80%90wedding%E3%80%91%E7%B5%90%E5%A9%9A%E8%BF%8E%E5%A8%B6%E6%B5%81%E7%A8%8B%E2%99%A5%E7%94%B7%E5%A5%B3%E6%96%B9%E7%B5%90%E5%A9%9A%E7%94%A8%E5%93%81%E6%BA%96,0,0_8
17436,http://watayawedding.pixnet.net/blog/post/366773877-%E5%A9%9A%E7%A6%AE%E6%B5%81%E7%A8%8B%E8%B6%85%E9%A0%86%E5%88%A9%28%E4%B8%80%29%E5%A9%9A%E7%A6%AE%E5%AE%B4%E5%AE%A2%E6%B5%81%E7%A8%8B%E8%A1%A8%EF%BC%9A%E7%B5%90%E5%A9%9A%E8%A8%82,0,0_8
17421,https://www.weddings.tw/%E8%BF%8E%E5%A8%B6%E6%B5%81%E7%A8%8B%E7%85%A7%E8%91%97%E8%B5%B0%EF%BC%8C%E7%B5%90%E5%A9%9A%E7%95%B6%E5%A4%A9%E4%B8%8D%E6%85%8C%E4%BA%82/,0,0_8
