1,1,https://www.tgn.co.jp,【公式】結婚式場・結婚式はオリジナルウェディングのT&amp;G,1,1.0
2,1,https://jisin.jp,女性自身［光文社女性週刊誌］,1,1.0
3,1,https://marry-xoxo.com,marry[マリー] | プレ花嫁の為のかわいい結婚式準備アイデア,1,1.0
4,1,https://iwau.epark.jp,EPARK iwau（イーパーク イワウ） - お祝い・記念日特別コースプラン情報 予約サイト,1,1.0
5,1,https://woman.mynavi.jp,働く女性の恋愛と幸せな人生のガイド「マイナビウーマン」,1,1.0
6,1,https://dic.pixiv.net,ピクシブ百科事典 - 同人・漫画・イラスト・二次創作に関する辞典,1,1.0
7,1,https://www.ibjapan.com,【結婚相談所を探す・独立開業する】なら日本結婚相談所連盟 | IBJ,1,1.0
8,1,https://mdpr.jp,モデルプレス - ライフスタイル・ファッションエンタメニュース,1,1.0
9,1,https://www.kaihikon.com,会費婚【公式サイト】｜会費制結婚式・1.5次会・パーティを挙げるなら,1,1.0
10,1,https://wezz-y.com,wezzy｜ウェジー,1,1.0
12,1,http://news.kstyle.com,Kstyle - 韓流・韓国芸能ニュースはKstyle,1,1.0
13,1,http://navicon.jp,今見たい番組が、ある！ navicon［ナビコン］　トップ・ページ,1,1.0
14,1,https://news.mynavi.jp,マイナビニュース,1,1.0
15,1,https://wedding.mynavi.jp,結婚式場探しならマイナビウエディング,1,1.0
16,1,https://happylifestyle.com,HappyLifeStyle - 人生の教科書,1,1.0
18,1,https://headlines.yahoo.co.jp,Yahoo!ニュース,1,1.0
19,1,https://www.mwed.jp,【みんなのウェディング】,1,1.0
20,1,https://www.weddingpark.net,【ウエディングパーク】,1,1.0
21,1,https://www.p-a.jp,パートナーエージェント,1,1.0
22,1,https://m.niwaka.com,俄 NIWAKA | ジュエリー・結婚指輪・婚約指輪,1,1.0
23,1,https://www.niwaka.com,俄 NIWAKA ｜ 京都のジュエラー ハイジュエリー ジュエリー　,1,1.0
24,1,https://www.ittengo.com,会費制の結婚式場・披露宴会場を探すなら【1.5次会.com】,1,1.0
25,1,http://www.city.osaka.lg.jp,大阪市,1,1.0
26,1,https://www.gogo-wedding.com,GoGo Wedding,1,1.0
27,1,https://zexy.net,ウエディング、ブライダルなら結婚準備の総合サイト ゼクシィ,1,1.0
28,1,https://restaurant.ikyu.com,一休.com,1,1.0
29,1,http://nlab.itmedia.co.jp,ねとらぼ,1,1.0
30,1,https://grapee.jp,grape [グレイプ],1,1.0
31,1,https://s.weddingpark.net,結婚式・結婚式場の日本最大級口コミサイト【ウエディングパーク】,1,1.0
32,1,https://yakunitatta.info,お役立ちNET,1,1.0
33,1,https://wedding.gnavi.co.jp,結婚式・ウエディング・ブライダル情報検索サイト - ぐるなびウエディング,1,1.0
34,1,https://nomad-saving.com,節約ブログ,1,1.0
35,1,https://dear-mag.jp,Dear[ディアー] 大切なひとと出会い、暮らす,1,1.0
36,1,https://www.madameriri.com,マダムリリー : 海外に興味がある人のための情報サイ,1,1.0
37,1,http://zexy.net,ウエディング、ブライダルなら結婚準備の総合サイト ゼクシィ,1,1.0
38,1,https://www.spintheearth.net,SpinTheEarth｜スピン・ジ・アース - 世界がもっと楽しくなる！,1,1.0
39,1,http://www.city.fukuoka.lg.jp,福岡,1,1.0
40,1,http://d.hatena.ne.jp,はてなダイアリー,1,1.0
41,1,http://tokai-tv.com,東海TV,1,1.0
42,1,https://party-wedding.gnavi.co.jp,ウェディングナビ,1,1.0
43,1,https://woman.excite.co.jp,ウーマンエキサイト | 愛あるセレクトをしたいママのみかた,1,1.0
44,1,http://komachi.yomiuri.co.jp,読売オンライン,1,1.0
45,1,https://gendai.ismedia.jp,現代ビジネス | 講談社,1,1.0
46,1,https://www.heart-denpo.com,ハート電報｜フォーマルもカワイイも祝電・弔電を贈るなら,1,1.0
47,1,https://hana-yume.net,ハナユメ（旧すぐ婚navi）｜結婚式場探し[Hanayume・はなゆめ],1,1.0
48,1,https://bijoupiko.com,結婚指輪・婚約指輪、エンゲージリングのBIJOUPIKO（ビジュピコ）,1,1.0
49,1,https://matome.naver.jp,NAVER まとめ[情報をデザインする。キュレーションプラットフォーム],1,1.0
50,1,https://girlschannel.net,ガールズちゃんねる - Girls Channel -,1,1.0
51,1,https://www.lapolto-tl.jp,【公式】栃木県小山市の結婚式場「Ｔｈｅ Ｌｉｖｅｒａｒｙ（ザ ライヴラリー）」,1,1.0
52,1,http://www.ozmall.co.jp,【オズモール】心ときめく“おでかけ体験”を一緒に - OZmall,1,1.0
53,1,https://withonline.jp,withonline - 講談社公式 - | 女を磨ける 結婚できちゃう,1,1.0
54,1,https://www.jp-guide.net,冠婚葬祭,1,1.0
55,1,https://www.weddingnews.jp,ウェディングニュース | プレ花嫁の結婚式準備をもっと自由に、もっと楽しく,1,1.0
56,1,https://www.mhlw.go.jp,厚生労働省,1,1.0
57,1,https://www.ringbell.co.jp,リングベル,1,1.0
58,1,https://fortune.woman.excite.co.jp,ウーマンエキサイト,1,1.0
59,1,https://wecolle.jp,ウエコレ | 結婚式・結婚式場探しならウエコレ,1,1.0
60,1,https://www.weblio.jp,辞典・百科事典の検索サービス - Weblio辞書,1,1.0
61,1,https://ncode.syosetu.com,エラー,1,1.0
